Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous
CWS,41,16,10.31707317,0,211.4390244,1592,38.82926829,8670,216.75,0,644,2993,43,720,788,102,655,123,187,264,47,86,47,0.028711057,0.052535125,0.028711057,3,3,18,1.0,6,0,7,6,11,8,13,0.127659574,0.0,0.14893617,0.127659574,0.234042553,0.170212766,0.276595745,138,389,221,26,24,116,0,122,87,0
CWS,43,17,9.720930233,0,204.6046512,1655,38.48837209,8799,209.5,0,647,3029,45,743,763,106,664,129,191,272,46,87,46,0.02707475,0.051206592,0.02707475,3,3,18,1.0,4,0,5,4,9,6,11,0.085106383,0.0,0.106382979,0.085106383,0.191489362,0.127659574,0.234042553,138,389,221,26,24,116,0,122,87,0
CWS,42,17,9.476190476,0,203.2619048,1597,38.02380952,8538,208.2439024,0,644,2944,44,747,712,104,627,126,188,267,45,85,45,0.027472527,0.051892552,0.027472527,3,3,18,1.0,3,0,4,3,8,5,10,0.066666667,0.0,0.088888889,0.066666667,0.177777778,0.111111111,0.222222222,138,389,221,26,24,116,0,122,87,0
CWS,42,17,9.428571429,0,203.1904762,1597,38.02380952,8535,208.1707317,0,644,2938,44,756,706,104,627,126,188,267,45,85,45,0.027556644,0.052051439,0.027556644,3,3,18,1.0,3,0,4,3,8,5,10,0.066666667,0.0,0.088888889,0.066666667,0.177777778,0.111111111,0.222222222,138,389,221,26,24,116,0,122,87,0
CWS,43,17,9.093023256,0,195.4418605,1561,36.30232558,8407,210.175,0,641,2898,43,760,696,103,619,122,186,260,44,83,44,0.027690371,0.05223411,0.027690371,3,3,18,1.0,2,0,5,2,9,4,11,0.044444444,0.0,0.111111111,0.044444444,0.2,0.088888889,0.244444444,138,389,221,26,24,116,0,121,87,0
CWS,41,17,9.463414634,0,205.1219512,1550,37.80487805,8411,210.275,0,639,2891,43,798,690,103,620,119,187,257,44,83,44,0.028007638,0.052832591,0.028007638,3,3,18,1.0,3,0,4,3,8,5,10,0.068181818,0.0,0.090909091,0.068181818,0.181818182,0.113636364,0.227272727,138,389,221,26,24,116,0,119,87,0
CWS,41,17,9.463414634,0,201.902439,1513,36.90243902,8280,212.3076923,0,641,2871,42,758,689,101,607,116,178,254,44,82,44,0.028795812,0.053664921,0.028795812,3,3,18,1.0,2,0,4,2,8,4,10,0.046511628,0.0,0.093023256,0.046511628,0.186046512,0.093023256,0.23255814,138,389,221,26,24,116,0,119,87,0
CWS,40,16,9.8,0,209.075,1528,38.2,8364,214.4615385,0,643,2900,42,771,700,101,608,119,178,255,45,82,45,0.029201817,0.0532122,0.029201817,4,116,24,1.0,13,0,14,13,18,15,20,0.245283019,0.0,0.264150943,0.245283019,0.339622642,0.283018868,0.377358491,138,389,221,26,24,116,0,119,87,0
CWS,42,16,10.88095238,0,211.5952381,1646,39.19047619,8887,211.5952381,0,670,3072,45,693,846,105,662,123,189,264,52,93,52,0.03064231,0.054802593,0.03064231,6,426,36,1.5,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,123,87,0
CWS,40,16,9.575,0,205.375,1528,38.2,8215,205.375,0,654,2879,43,705,675,98,616,116,173,235,47,86,47,0.030440415,0.055699482,0.030440415,6,426,36,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,120,87,0
CWS,42,16,10.21428571,0,208.6190476,1635,38.92857143,8762,208.6190476,0,670,3035,45,693,791,105,656,123,189,264,52,93,52,0.03084223,0.055160142,0.03084223,6,426,36,1.5,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,123,87,0
CWS,44,17,9.727272727,0,202.4545455,1698,38.59090909,8908,202.4545455,0,673,3084,47,707,781,109,665,129,193,272,51,94,51,0.029176201,0.053775744,0.029176201,6,426,36,1.5,1,0,1,1,5,3,7,0.022222222,0.0,0.022222222,0.022222222,0.111111111,0.066666667,0.155555556,138,389,221,26,24,116,0,123,87,0
CWS,43,17,9.441860465,0,200.627907,1640,38.13953488,8627,200.627907,0,670,2997,46,702,725,107,628,126,190,267,50,92,50,0.029638411,0.054534677,0.029638411,6,426,36,1.5,2,0,2,2,6,4,8,0.044444444,0.0,0.044444444,0.044444444,0.133333333,0.088888889,0.177777778,138,389,221,26,24,116,0,123,87,0
CWS,43,17,9.348837209,0,200.2790698,1640,38.13953488,8612,200.2790698,0,670,2990,46,702,716,107,628,126,190,267,50,92,50,0.029726516,0.05469679,0.029726516,6,426,36,1.5,2,0,2,2,6,4,8,0.044444444,0.0,0.044444444,0.044444444,0.133333333,0.088888889,0.177777778,138,389,221,26,24,116,0,123,87,0
CWS,42,16,9.5,0,203.4285714,1612,38.38095238,8544,203.4285714,0,668,2968,45,720,709,106,626,122,189,264,49,90,49,0.029678982,0.054512417,0.029678982,6,426,36,1.5,3,0,3,3,7,5,9,0.066666667,0.0,0.066666667,0.066666667,0.155555556,0.111111111,0.2,138,389,221,26,24,116,0,122,87,0
CWS,41,16,9.341463415,0,201.0243902,1529,37.29268293,8243,206.075,0,652,2885,43,706,678,98,616,116,173,235,47,86,47,0.030264005,0.05537669,0.030264005,6,426,36,1.5,2,0,3,2,7,4,9,0.046511628,0.0,0.069767442,0.046511628,0.162790698,0.093023256,0.209302326,138,389,221,26,24,116,0,120,87,0
CWS,40,16,9.625,0,206.025,1528,38.2,8241,206.025,0,655,2882,43,705,681,98,616,116,174,235,47,86,47,0.030361757,0.055555556,0.030361757,6,426,36,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,120,87,0
CWS,40,16,9.675,0,206.125,1528,38.2,8245,206.125,0,657,2891,43,705,686,98,616,116,173,235,47,86,47,0.030420712,0.05566343,0.030420712,6,426,36,1.5,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,120,87,0
CWS,42,16,11.0,0,212.8809524,1646,39.19047619,8942,218.097561,0,652,3061,44,671,873,104,690,126,184,279,47,87,47,0.027794205,0.051448847,0.027794205,47,849,282,9.4,9,0,10,9,14,11,16,0.176470588,0.0,0.196078431,0.176470588,0.274509804,0.215686275,0.31372549,138,389,221,26,24,116,0,122,87,0
CWS,38,15,10.13157895,0,213.6842105,1479,38.92105263,8121,219.4864865,0,844,2709,39,623,688,93,626,113,149,245,43,79,43,0.028666667,0.052666667,0.028666667,60,18558,360,15.0,2,0,3,2,7,4,9,0.05,0.0,0.075,0.05,0.175,0.1,0.225,138,389,221,26,24,116,0,119,87,0
CWS,42,16,10.42857143,0,215.047619,1643,39.11904762,9033,220.3170732,0,851,3027,44,677,823,104,684,126,186,281,47,87,47,0.027843602,0.051540284,0.027843602,56,10837,336,11.2,0,0,1,0,5,2,7,0.0,0.0,0.023809524,0.0,0.119047619,0.047619048,0.166666667,138,389,221,26,24,116,0,122,87,0
CWS,44,17,10.04545455,0,210.0681818,1717,39.02272727,9244,214.9767442,0,867,3096,46,694,819,108,699,132,192,289,47,89,47,0.026674234,0.050510783,0.026674234,60,18527,360,12.0,0,0,1,0,5,2,7,0.0,0.0,0.022727273,0.0,0.113636364,0.045454545,0.159090909,138,389,221,26,24,116,0,122,87,0
CWS,43,17,9.813953488,0,208.6046512,1659,38.58139535,8971,213.5952381,0,864,3010,45,689,767,106,662,129,189,284,46,87,46,0.027042916,0.051146384,0.027042916,61,18559,366,12.2,1,0,2,1,6,3,8,0.022727273,0.0,0.045454545,0.022727273,0.136363636,0.068181818,0.181818182,138,389,221,26,24,116,0,122,87,0
CWS,43,17,9.651162791,0,208.0,1659,38.58139535,8945,212.9761905,0,865,2999,45,689,753,106,662,129,189,284,46,87,46,0.027122642,0.05129717,0.027122642,61,18559,366,12.2,1,0,2,1,6,3,8,0.022727273,0.0,0.045454545,0.022727273,0.136363636,0.068181818,0.181818182,138,389,221,26,24,116,0,122,87,0
CWS,42,16,9.785714286,0,209.6190476,1624,38.66666667,8805,214.7560976,0,860,2959,44,684,743,105,654,125,187,280,45,85,45,0.027190332,0.051359517,0.027190332,61,18559,366,12.2,3,0,4,3,8,5,10,0.066666667,0.0,0.088888889,0.066666667,0.177777778,0.111111111,0.222222222,138,389,221,26,24,116,0,121,87,0
CWS,40,16,9.825,0,214.025,1547,38.675,8562,219.5384615,0,847,2889,42,692,708,97,650,119,172,252,43,81,43,0.027458493,0.051724138,0.027458493,61,18559,366,12.2,3,0,4,3,8,5,10,0.069767442,0.0,0.093023256,0.069767442,0.186046512,0.11627907,0.23255814,138,389,221,26,24,116,0,119,87,0
CWS,40,16,9.975,0,214.15,1547,38.675,8567,219.6666667,0,852,2887,42,692,715,97,650,119,172,252,43,81,43,0.027564103,0.051923077,0.027564103,61,18559,366,12.2,0,0,1,0,5,2,7,0.0,0.0,0.025,0.0,0.125,0.05,0.175,138,389,221,26,24,116,0,119,87,0
CWS,40,16,10.0,0,214.175,1547,38.675,8568,219.6923077,0,852,2898,42,692,720,97,650,119,172,252,43,81,43,0.027617213,0.052023121,0.027617213,61,18559,366,12.2,0,0,1,0,5,2,7,0.0,0.0,0.025,0.0,0.125,0.05,0.175,138,389,221,26,24,116,0,119,87,0
CWS,44,17,10.27272727,0,199.3409091,1627,36.97727273,8773,208.8809524,0,659,3053,45,675,839,105,656,120,176,261,48,89,48,0.028708134,0.053229665,0.028708134,5,54,30,1.25,2,0,4,2,8,4,10,0.043478261,0.0,0.086956522,0.043478261,0.173913043,0.086956522,0.217391304,138,389,221,26,24,116,0,122,86,0
CWS,44,19,9.136363636,0,197.75,1593,36.20454545,8705,217.625,0,854,2913,43,711,734,99,671,122,174,262,43,82,43,0.026858214,0.051217989,0.026858214,115,23769,690,19.16666667,0,0,4,0,8,2,10,0.0,0.0,0.090909091,0.0,0.181818182,0.045454545,0.227272727,138,389,221,26,24,116,0,119,86,0
CWS,50,21,8.82,0,177.54,1688,34.44897959,8879,188.9148936,0,680,3026,50,714,824,110,663,123,183,271,49,95,49,0.028258362,0.054786621,0.028258362,60,21213,360,6.666666667,3,0,5,3,9,5,12,0.056603774,0.0,0.094339623,0.056603774,0.169811321,0.094339623,0.226415094,138,389,221,26,24,116,0,122,86,0
CWS,52,22,8.480769231,0,176.3653846,1777,34.17307692,9176,195.2340426,0,707,3102,50,728,821,114,701,132,189,290,47,93,47,0.025852585,0.051155116,0.025852585,80,14663,480,11.42857143,0,0,5,0,9,2,11,0.0,0.0,0.096153846,0.0,0.173076923,0.038461538,0.211538462,138,389,221,26,24,116,0,122,86,0
CWS,51,22,8.529411765,0,183.2745098,1781,34.92156863,9351,198.9574468,0,866,3091,50,730,801,114,711,135,191,299,46,92,46,0.025260846,0.050521691,0.025260846,103,23358,618,14.71428571,5,0,9,5,13,7,15,0.089285714,0.0,0.160714286,0.089285714,0.232142857,0.125,0.267857143,138,389,221,26,24,116,0,122,86,0
CWS,51,23,8.470588235,0,180.6666667,1757,34.45098039,9219,200.4130435,0,875,3046,49,731,786,113,691,132,188,295,46,91,46,0.025655326,0.050752928,0.025655326,105,23363,630,15.0,2,0,7,2,11,4,13,0.037735849,0.0,0.132075472,0.037735849,0.20754717,0.075471698,0.245283019,138,389,221,26,24,116,0,122,86,0
CWS,46,19,9.282608696,0,195.8043478,1670,36.30434783,9011,214.547619,0,868,2998,45,703,781,107,675,128,188,290,45,86,45,0.026517384,0.050677666,0.026517384,115,23769,690,19.16666667,5,0,9,5,13,7,15,0.098039216,0.0,0.176470588,0.098039216,0.254901961,0.137254902,0.294117647,138,389,221,26,24,116,0,121,86,0
CWS,45,19,9.222222222,0,198.2222222,1640,36.44444444,8924,217.6585366,0,863,2966,44,722,765,105,675,125,188,284,45,85,45,0.027157514,0.051297526,0.027157514,115,23769,690,19.16666667,2,0,6,2,10,4,12,0.042553191,0.0,0.127659574,0.042553191,0.212765957,0.085106383,0.255319149,138,389,221,26,24,116,0,119,86,0
CWS,44,19,9.318181818,0,198.5,1593,36.20454545,8738,218.45,0,854,2920,43,711,748,99,671,122,173,262,43,82,43,0.02680798,0.051122195,0.02680798,115,23769,690,19.16666667,1,0,5,1,9,3,11,0.022222222,0.0,0.111111111,0.022222222,0.2,0.066666667,0.244444444,138,389,221,26,24,116,0,119,86,0
CWS,44,19,9.295454545,0,198.3636364,1593,36.20454545,8732,218.3,0,857,2922,43,711,745,99,671,122,173,262,43,82,43,0.026841448,0.051186017,0.026841448,115,23769,690,19.16666667,0,0,4,0,8,2,10,0.0,0.0,0.090909091,0.0,0.181818182,0.045454545,0.227272727,138,389,221,26,24,116,0,119,86,0
CWS,39,15,11.51282051,0,221.5897436,1566,40.15384615,8642,221.5897436,0,645,3017,42,659,836,99,640,120,177,260,48,86,48,0.029758215,0.053316801,0.029758215,3,3,18,1.0,5,0,5,5,9,7,11,0.113636364,0.0,0.113636364,0.113636364,0.204545455,0.159090909,0.25,138,389,221,26,24,116,0,122,86,0
CWS,37,15,10.18918919,0,215.6756757,1448,39.13513514,7980,215.6756757,0,629,2825,40,671,667,92,594,113,162,231,43,79,43,0.029431896,0.054072553,0.029431896,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,86,0
CWS,39,15,10.84615385,0,218.6153846,1555,39.87179487,8526,218.6153846,0,645,2984,42,659,786,99,634,120,177,260,48,86,48,0.029962547,0.053682896,0.029962547,3,3,18,1.0,5,0,5,5,9,7,11,0.113636364,0.0,0.113636364,0.113636364,0.204545455,0.159090909,0.25,138,389,221,26,24,116,0,122,86,0
CWS,41,16,10.2195122,0,211.2682927,1618,39.46341463,8662,211.2682927,0,648,3026,44,673,767,103,643,126,181,268,47,87,47,0.028245192,0.052283654,0.028245192,3,3,18,1.0,5,0,5,5,9,7,11,0.108695652,0.0,0.108695652,0.108695652,0.195652174,0.152173913,0.239130435,138,389,221,26,24,116,0,122,86,0
CWS,40,16,10.025,0,209.95,1560,39.0,8398,209.95,0,645,2945,43,668,722,101,606,123,178,263,46,85,46,0.028678304,0.052992519,0.028678304,3,3,18,1.0,6,0,6,6,10,8,12,0.130434783,0.0,0.130434783,0.130434783,0.217391304,0.173913043,0.260869565,138,389,221,26,24,116,0,122,86,0
CWS,40,16,9.85,0,209.325,1560,39.0,8373,209.325,0,645,2935,43,668,706,101,606,123,178,264,46,85,46,0.02876798,0.053158224,0.02876798,3,3,18,1.0,6,0,6,6,10,8,12,0.130434783,0.0,0.130434783,0.130434783,0.217391304,0.173913043,0.260869565,138,389,221,26,24,116,0,122,86,0
CWS,39,15,10.0,0,211.3076923,1525,39.1025641,8241,211.3076923,0,642,2898,42,663,695,100,598,119,176,258,45,83,45,0.028901734,0.053307643,0.028901734,3,3,18,1.0,6,0,6,6,10,8,12,0.133333333,0.0,0.133333333,0.133333333,0.222222222,0.177777778,0.266666667,138,389,221,26,24,116,0,121,86,0
CWS,37,15,10.13513514,0,216.2432432,1448,39.13513514,8001,216.2432432,0,627,2829,40,671,667,92,594,113,161,231,43,79,43,0.029231815,0.053704963,0.029231815,3,3,18,1.0,6,0,6,6,10,8,12,0.139534884,0.0,0.139534884,0.139534884,0.23255814,0.186046512,0.279069767,138,389,221,26,24,116,0,119,86,0
CWS,37,15,10.24324324,0,216.4054054,1448,39.13513514,8007,216.4054054,0,630,2829,40,671,674,92,594,113,162,231,43,79,43,0.029351536,0.053924915,0.029351536,3,3,18,1.0,6,0,6,6,10,8,12,0.139534884,0.0,0.139534884,0.139534884,0.23255814,0.186046512,0.279069767,138,389,221,26,24,116,0,119,86,0
CWS,37,15,10.27027027,0,216.2972973,1448,39.13513514,8003,216.2972973,0,627,2837,40,671,677,92,594,113,161,231,43,79,43,0.029391661,0.053998633,0.029391661,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,86,0
CWS,44,16,10.72727273,0,209.8863636,1716,39.0,9236,214.7906977,0,714,3105,46,731,887,108,704,129,198,285,54,96,54,0.030542986,0.054298643,0.030542986,58,18518,348,9.666666667,0,0,1,0,5,2,7,0.0,0.0,0.022727273,0.0,0.113636364,0.045454545,0.159090909,138,389,221,26,24,116,0,123,86,0
CWS,40,16,9.925,0,213.925,1549,38.725,8558,219.4358974,0,851,2891,42,691,715,97,650,119,175,252,44,82,44,0.02818706,0.052530429,0.02818706,61,18559,366,12.2,0,0,1,0,5,2,7,0.0,0.0,0.025,0.0,0.125,0.05,0.175,138,389,221,26,24,116,0,120,86,0
CWS,44,16,10.11363636,0,210.8863636,1705,38.75,9280,215.8139535,0,875,3072,46,731,838,108,698,129,198,285,54,96,54,0.030734206,0.054638589,0.030734206,58,18518,348,9.666666667,0,0,1,0,5,2,7,0.0,0.0,0.022727273,0.0,0.113636364,0.045454545,0.159090909,138,389,221,26,24,116,0,123,86,0
CWS,44,17,10.02272727,0,210.0681818,1718,39.04545455,9244,214.9767442,0,868,3091,46,693,815,108,699,132,194,289,48,90,48,0.027210884,0.051020408,0.027210884,60,18527,360,12.0,1,0,2,1,6,3,8,0.022222222,0.0,0.044444444,0.022222222,0.133333333,0.066666667,0.177777778,138,389,221,26,24,116,0,123,86,0
CWS,43,17,9.790697674,0,208.1860465,1660,38.60465116,8953,213.1666667,0,864,3002,45,688,762,106,662,129,191,284,47,88,47,0.02758216,0.051643192,0.02758216,61,18559,366,12.2,2,0,3,2,7,4,9,0.044444444,0.0,0.066666667,0.044444444,0.155555556,0.088888889,0.2,138,389,221,26,24,116,0,123,86,0
CWS,43,17,9.674418605,0,207.9302326,1660,38.60465116,8942,212.9047619,0,866,2995,45,688,752,106,662,129,191,284,47,88,47,0.027679623,0.051825677,0.027679623,61,18559,366,12.2,2,0,3,2,7,4,9,0.044444444,0.0,0.066666667,0.044444444,0.155555556,0.088888889,0.2,138,389,221,26,24,116,0,123,86,0
CWS,42,16,9.738095238,0,209.7380952,1625,38.69047619,8810,214.8780488,0,863,2958,44,683,740,105,654,125,189,279,46,86,46,0.027794562,0.051963746,0.027794562,61,18559,366,12.2,4,0,5,4,9,6,11,0.086956522,0.0,0.108695652,0.086956522,0.195652174,0.130434783,0.239130435,138,389,221,26,24,116,0,122,86,0
CWS,40,16,9.925,0,214.225,1549,38.725,8570,219.7435897,0,848,2891,42,691,716,97,650,119,174,252,44,82,44,0.028097063,0.052362708,0.028097063,61,18559,366,12.2,3,0,4,3,8,5,10,0.069767442,0.0,0.093023256,0.069767442,0.186046512,0.11627907,0.23255814,138,389,221,26,24,116,0,120,86,0
CWS,40,16,9.975,0,214.25,1549,38.725,8571,219.7692308,0,853,2890,42,691,719,97,650,119,175,252,44,82,44,0.028132992,0.052429668,0.028132992,61,18559,366,12.2,0,0,1,0,5,2,7,0.0,0.0,0.025,0.0,0.125,0.05,0.175,138,389,221,26,24,116,0,120,86,0
CWS,40,16,10.0,0,214.175,1549,38.725,8568,219.6923077,0,851,2895,42,691,719,97,650,119,175,252,44,82,44,0.02818706,0.052530429,0.02818706,61,18559,366,12.2,0,0,1,0,5,2,7,0.0,0.0,0.025,0.0,0.125,0.05,0.175,138,389,221,26,24,116,0,120,86,0
CWS,39,15,11.43589744,0,220.8974359,1563,40.07692308,8615,220.8974359,0,642,3007,42,656,834,99,640,120,177,259,47,85,47,0.02921069,0.052827843,0.02921069,3,3,18,1.0,3,0,3,3,7,5,9,0.071428571,0.0,0.071428571,0.071428571,0.166666667,0.119047619,0.214285714,138,389,221,26,24,116,0,122,87,0
CWS,37,15,10.16216216,0,215.0810811,1445,39.05405405,7958,215.0810811,0,627,2820,40,668,664,92,594,113,162,230,42,78,42,0.028865979,0.053608247,0.028865979,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,87,0
CWS,39,15,10.69230769,0,217.3589744,1552,39.79487179,8477,217.3589744,0,642,2965,42,656,773,99,634,120,177,259,47,85,47,0.029411765,0.053191489,0.029411765,3,3,18,1.0,3,0,3,3,7,5,9,0.071428571,0.0,0.071428571,0.071428571,0.166666667,0.119047619,0.214285714,138,389,221,26,24,116,0,122,87,0
CWS,41,16,10.12195122,0,210.2926829,1615,39.3902439,8622,210.2926829,0,645,3010,44,670,760,103,643,126,181,267,46,86,46,0.027710843,0.051807229,0.027710843,3,3,18,1.0,3,0,3,3,7,5,9,0.068181818,0.0,0.068181818,0.068181818,0.159090909,0.113636364,0.204545455,138,389,221,26,24,116,0,122,87,0
CWS,40,16,9.9,0,208.8,1557,38.925,8352,208.8,0,642,2926,43,665,710,101,606,123,178,262,45,84,45,0.028142589,0.052532833,0.028142589,3,3,18,1.0,4,0,4,4,8,6,10,0.090909091,0.0,0.090909091,0.090909091,0.181818182,0.136363636,0.227272727,138,389,221,26,24,116,0,122,87,0
CWS,40,16,9.825,0,208.475,1557,38.925,8339,208.475,0,643,2918,43,665,701,101,606,123,178,263,45,84,45,0.028230866,0.052697616,0.028230866,3,3,18,1.0,4,0,4,4,8,6,10,0.090909091,0.0,0.090909091,0.090909091,0.181818182,0.136363636,0.227272727,138,389,221,26,24,116,0,122,87,0
CWS,39,15,9.897435897,0,210.2564103,1521,39.0,8200,210.2564103,0,639,2878,42,662,688,100,598,119,176,256,44,82,44,0.028350515,0.052835052,0.028350515,3,3,18,1.0,5,0,5,5,9,7,11,0.113636364,0.0,0.113636364,0.113636364,0.204545455,0.159090909,0.25,138,389,221,26,24,116,0,121,87,0
CWS,38,15,10.0,0,213.9473684,1488,39.15789474,8130,213.9473684,0,635,2848,41,679,680,98,598,116,176,248,44,81,44,0.029158383,0.053677932,0.029158383,3,3,18,1.0,5,0,5,5,9,7,11,0.11627907,0.0,0.11627907,0.11627907,0.209302326,0.162790698,0.255813953,138,389,221,26,24,116,0,119,87,0
CWS,37,15,10.18918919,0,215.4054054,1445,39.05405405,7970,215.4054054,0,624,2815,40,668,666,92,594,113,161,230,42,78,42,0.02878684,0.053461275,0.02878684,3,3,18,1.0,3,0,3,3,7,5,9,0.075,0.0,0.075,0.075,0.175,0.125,0.225,138,389,221,26,24,116,0,119,87,0
CWS,37,15,10.21621622,0,215.4594595,1445,39.05405405,7972,215.4594595,0,627,2824,40,668,671,92,594,113,161,230,42,78,42,0.028846154,0.053571429,0.028846154,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,87,0
CWS,48,19,9.895833333,0,191.3958333,1730,36.04166667,9188,195.4893617,0,689,3112,50,727,893,114,668,128,186,282,50,96,50,0.028121485,0.053993251,0.028121485,64,10605,384,10.66666667,13,0,14,13,18,15,20,0.213114754,0.0,0.229508197,0.213114754,0.295081967,0.245901639,0.327868852,138,389,221,26,24,116,0,122,86,0
CWS,40,16,10.0,0,235.7,1529,38.225,9429,241.7692308,0,853,2879,42,697,726,97,624,119,1073,248,43,81,43,0.027903958,0.052563271,0.027903958,44,1697,264,8.8,3,0,4,3,8,5,10,0.069767442,0.0,0.093023256,0.069767442,0.186046512,0.11627907,0.23255814,138,389,221,26,24,116,0,119,86,0
CWS,67,23,6.731343284,0,137.0,1704,25.43283582,9202,209.1363636,0,876,3064,47,709,850,109,670,126,189,281,48,91,48,0.027777778,0.052662037,0.027777778,70,10614,420,11.66666667,6,0,29,6,33,8,35,0.082191781,0.0,0.397260274,0.082191781,0.452054795,0.109589041,0.479452055,138,389,221,26,24,116,0,122,86,0
CWS,44,17,10.13636364,0,211.5454545,1698,38.59090909,9309,216.4883721,0,873,3083,46,699,827,108,673,132,284,285,47,89,47,0.026965003,0.051061388,0.026965003,53,10157,318,10.6,26,0,27,26,31,28,33,0.371428571,0.0,0.385714286,0.371428571,0.442857143,0.4,0.471428571,138,389,221,26,24,116,0,122,86,0
CWS,43,17,9.906976744,0,212.6744186,1640,38.13953488,9146,217.7619048,0,870,2994,45,694,772,106,636,129,397,280,46,87,46,0.027348395,0.051724138,0.027348395,53,10157,318,10.6,26,0,27,26,31,28,33,0.376811594,0.0,0.391304348,0.376811594,0.449275362,0.405797101,0.47826087,138,389,221,26,24,116,0,122,86,0
CWS,43,17,9.697674419,0,214.5116279,1640,38.13953488,9225,219.6428571,0,867,2981,45,694,758,106,636,129,512,280,46,87,46,0.027429934,0.051878354,0.027429934,44,1697,264,8.8,26,0,27,26,31,28,33,0.376811594,0.0,0.391304348,0.376811594,0.449275362,0.405797101,0.47826087,138,389,221,26,24,116,0,122,86,0
CWS,42,16,9.880952381,0,219.547619,1605,38.21428571,9222,224.9268293,0,865,2946,44,689,753,105,628,125,626,276,45,85,45,0.027506112,0.05195599,0.027506112,44,1697,264,8.8,28,0,29,28,33,30,35,0.4,0.0,0.414285714,0.4,0.471428571,0.428571429,0.5,138,389,221,26,24,116,0,121,86,0
CWS,41,16,9.87804878,0,226.1707317,1576,38.43902439,9274,231.85,0,862,2919,43,708,738,103,628,122,742,270,45,84,45,0.0281602,0.052565707,0.0281602,44,1697,264,8.8,26,0,27,26,31,28,33,0.388059701,0.0,0.402985075,0.388059701,0.462686567,0.417910448,0.492537313,138,389,221,26,24,116,0,119,86,0
CWS,41,16,10.04878049,0,229.1463415,1576,38.43902439,9396,234.9,0,867,2916,43,708,747,103,628,122,857,270,45,84,45,0.028230866,0.052697616,0.028230866,44,1697,264,8.8,5,0,6,5,10,7,12,0.108695652,0.0,0.130434783,0.108695652,0.217391304,0.152173913,0.260869565,138,389,221,26,24,116,0,119,86,0
CWS,41,16,10.07317073,0,231.8780488,1576,38.43902439,9508,237.7,0,866,2925,43,708,753,103,628,122,973,270,45,84,45,0.028284098,0.052796983,0.028284098,44,1697,264,8.8,2,0,3,2,7,4,9,0.046511628,0.0,0.069767442,0.046511628,0.162790698,0.093023256,0.209302326,138,389,221,26,24,116,0,119,86,0
Gator,45,18,10.48888889,0,201.1555556,1685,37.44444444,9053,205.75,0,675,3102,47,697,881,109,678,129,191,270,58,101,58,0.033314187,0.058012636,0.033314187,3,3,18,1.0,0,0,1,0,5,2,7,0.0,0.0,0.022222222,0.0,0.111111111,0.044444444,0.155555556,138,389,221,26,24,116,0,122,87,0
